OID_,Field1,ID2,lat,long,el,OR_MapunitRaster_10m,RASTERVALU,VAT_MapunitRaster_10m_Count,VAT_MapunitRaster_10m_MUKEY,muaggatt_OBJECTID,muaggatt_musym,muaggatt_muname,muaggatt_mustatus,muaggatt_slopegraddcp,muaggatt_slopegradwta,muaggatt_brockdepmin,muaggatt_wtdepannmin,muaggatt_wtdepaprjunmin,muaggatt_flodfreqdcd,muaggatt_flodfreqmax,muaggatt_pondfreqprs,muaggatt_aws025wta,muaggatt_aws050wta,muaggatt_aws0100wta,muaggatt_aws0150wta,muaggatt_drclassdcd,muaggatt_drclasswettest,muaggatt_hydgrpdcd,muaggatt_iccdcd,muaggatt_iccdcdpct,muaggatt_niccdcd,muaggatt_niccdcdpct,muaggatt_engdwobdcd,muaggatt_engdwbdcd,muaggatt_engdwbll,muaggatt_engdwbml,muaggatt_engstafdcd,muaggatt_engstafll,muaggatt_engstafml,muaggatt_engsldcd,muaggatt_engsldcp,muaggatt_englrsdcd,muaggatt_engcmssdcd,muaggatt_engcmssmp,muaggatt_urbrecptdcd,muaggatt_urbrecptwta,muaggatt_forpehrtdcp,muaggatt_hydclprs,muaggatt_awmmfpwwta,muaggatt_mukey,component_OBJECTID,component_comppct_l,component_comppct_r,component_comppct_h,component_compname,component_compkind,component_majcompflag,component_otherph,component_localphase,component_slope_l,component_slope_r,component_slope_h,component_slopelenusle_l,component_slopelenusle_r,component_slopelenusle_h,component_runoff,component_tfact,component_wei,component_weg,component_erocl,component_earthcovkind1,component_earthcovkind2,component_hydricon,component_hydricrating,component_drainagecl,component_elev_l,component_elev_r,component_elev_h,component_aspectccwise,component_aspectrep,component_aspectcwise,component_geomdesc,component_albedodry_l,component_albedodry_r,component_albedodry_h,component_airtempa_l,component_airtempa_r,component_airtempa_h,component_map_l,component_map_r,component_map_h,component_reannualprecip_l,component_reannualprecip_r,component_reannualprecip_h,component_ffd_l,component_ffd_r,component_ffd_h,component_nirrcapcl,component_nirrcapscl,component_nirrcapunit,component_irrcapcl,component_irrcapscl,component_irrcapunit,component_cropprodindex,component_constreeshrubgrp,component_wndbrksuitgrp,component_rsprod_l,component_rsprod_r,component_rsprod_h,component_foragesuitgrpid,component_wlgrain,component_wlgrass,component_wlherbaceous,component_wlshrub,component_wlconiferous,component_wlhardwood,component_wlwetplant,component_wlshallowwat,component_wlrangeland,component_wlopenland,component_wlwoodland,component_wlwetland,component_soilslippot,component_frostact,component_initsub_l,component_initsub_r,component_initsub_h,component_totalsub_l,component_totalsub_r,component_totalsub_h,component_hydgrp,component_corcon,component_corsteel,component_taxclname,component_taxorder,component_taxsuborder,component_taxgrtgroup,component_taxsubgrp,component_taxpartsize,component_taxpartsizemod,component_taxceactcl,component_taxreaction,component_taxtempcl,component_taxmoistscl,component_taxtempregime,component_soiltaxedition,component_castorieindex,component_flecolcomnum,component_flhe,component_flphe,component_flsoilleachpot,component_flsoirunoffpot,component_fltemik2use,component_fltriumph2use,component_indraingrp,component_innitrateleachi,component_misoimgmtgrp,component_vasoimgtgrp,component_mukey,component_cokey,Valu1_OBJECTID,Valu1_aws0_5,Valu1_aws5_20,Valu1_aws20_50,Valu1_aws50_100,Valu1_aws100_150,Valu1_aws150_999,Valu1_aws0_20,Valu1_aws0_30,Valu1_aws0_100,Valu1_aws0_150,Valu1_aws0_999,Valu1_tk0_5a,Valu1_tk5_20a,Valu1_tk20_50a,Valu1_tk50_100a,Valu1_tk100_150a,Valu1_tk150_999a,Valu1_tk0_20a,Valu1_tk0_30a,Valu1_tk0_100a,Valu1_tk0_150a,Valu1_tk0_999a,Valu1_musumcpcta,Valu1_soc0_5,Valu1_soc5_20,Valu1_soc20_50,Valu1_soc50_100,Valu1_soc100_150,Valu1_soc150_999,Valu1_soc0_20,Valu1_soc0_30,Valu1_soc0_100,Valu1_soc0_150,Valu1_soc0_999,Valu1_tk0_5s,Valu1_tk5_20s,Valu1_tk20_50s,Valu1_tk50_100s,Valu1_tk100_150s,Valu1_tk150_999s,Valu1_tk0_20s,Valu1_tk0_30s,Valu1_tk0_100s,Valu1_tk0_150s,Valu1_tk0_999s,Valu1_musumcpcts,Valu1_nccpi3corn,Valu1_nccpi3soy,Valu1_nccpi3cot,Valu1_nccpi3sg,Valu1_nccpi3all,Valu1_pctearthmc,Valu1_rootznemc,Valu1_rootznaws,Valu1_droughty,Valu1_pwsl1pomu,Valu1_musumcpct,Valu1_mukey,coecoclass_OBJECTID,coecoclass_ecoclasstypename,coecoclass_ecoclassref,coecoclass_ecoclassid,coecoclass_ecoclassname,coecoclass_cokey,coecoclass_coecoclasskey
112,551,76439466,45.298036111099997,-122.372847222199994,.,61696.1445312,61696.1445312,,61696,,62B,"Multnomah cobbly silt loam, 0 to 7 percent slopes",,4.0000000,4.0000000,,,,None,None,0,4.9000001,9.3999996,17.8400002,19.8400002,Well drained,Well drained,B,3,85,3,85,Not limited,Not limited,Not limited,Not limited,Very limited,Very limited,Very limited,Very limited,Very limited,Not limited,Fair,Fair,Somewhat limited,0.0280000,Moderate,0,1.0000000,61696,,,85,,Multnomah,Series,Yes,,,0.0000000,4.0000000,7.0000000,,,,,3,56,5,,,,,No,Well drained,30.0000000,46.0000000,61.0000000,,,,terraces,0.1600000,0.1600000,0.2300000,11.0000000,12.0000000,12.0000000,1016,1143,1270,,,,165,188,210,3,s,,3,s,,,,,,,,,,,,,,,,,,,,,,Low,0,0,0,,,,B,Moderate,High,"Fine-loamy over sandy or sandy-skeletal, mixed, mesic Dystric Xerochrepts",Inceptisols,Ochrepts,Xerochrepts,Dystric Xerochrepts,fine-loamy over sandy or sandy-skeletal,,,not used,mesic,Typic,mesic,,,,,,,,N/A,N/A,,,,,61696,20855770,,8.5000000,25.5000000,45.9000015,71.7399979,17.0000000,0.6800000,34.0000000,49.2999992,151.6399994,168.6399994,169.3200073,4.2500000,12.7500000,25.5000000,42.5000000,42.5000000,1.7000000,17.0000000,25.5000000,85.0000000,127.5000000,129.1999969,85,1204.0000000,3611.0000000,3235.0000000,4993.0000000,416.0000000,17.0000000,4815.0000000,5893.0000000,13043.0000000,13459.0000000,13475.0000000,4.0000000,13.0000000,26.0000000,43.0000000,43.0000000,2.0000000,17.0000000,26.0000000,85.0000000,128.0000000,129.0000000,85,0.7100000,0.5000000,0.0010000,0.7290000,0.7290000,85,150,198,0,,85,61696,,NRCS Forestland Site,Ecological Site Description Database,F002XB003OR,Gravelly Terrace Group,20855770,7159201
113,552,76443010,45.307502777800003,-122.365586111100001,.,61614.0000000,61614.0000000,,61614,,19,Cloquato silt loam,,2.0000000,2.0000000,,,,Occasional,Occasional,2,5.2300000,10.3299999,20.2900009,27.7199993,Well drained,Well drained,B,,86,2,85,Very limited,Very limited,Not rated,Very limited,Very limited,Not rated,Very limited,Very limited,Very limited,Very limited,Fair,Not rated,Somewhat limited,0.0440000,Slight,3,0.6090000,61614,,,1,,Aquolls,Taxon above family,No ,,,,,,,,,,,,,,,,Wooded under natural conditions,Yes,,,,,,,,flood plains,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aquolls,Mollisols,Aquolls,,,,,,,,,,,,,,,,,N/A,N/A,,,,,61614,20855658,,9.0900002,27.2800007,53.5299988,86.5999985,64.6699982,2.4400001,36.3800011,54.5699997,176.5099945,241.1799927,243.6300049,4.3499999,13.0500002,26.1000004,43.5000000,43.5000000,1.7400000,17.3999996,26.1000004,87.0000000,130.5000000,132.2400055,87,2449.0000000,7346.0000000,10951.0000000,8836.0000000,2785.0000000,72.0000000,9795.0000000,14693.0000000,29582.0000000,32367.0000000,32439.0000000,4.0000000,13.0000000,26.0000000,44.0000000,44.0000000,2.0000000,17.0000000,26.0000000,87.0000000,131.0000000,132.0000000,87,0.9110000,0.7510000,0.0010000,0.8770000,0.9110000,85,150,278,0,3,88,61614,,,,,,,
114,553,76444995,45.307697222199998,-122.365125000000006,.,61709.3359375,61709.3359375,,61709,,70C,"Powell silt loam, 8 to 15 percent slopes",,12.0000000,11.8999996,,38,38,None,None,0,5.5900002,9.6700001,15.1300001,20.5100002,Somewhat poorly drained,Somewhat poorly drained,D,3,85,3,85,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Poor,Poor,Very limited,1.0000000,Severe,3,1.0000000,61709,,,3,,Delena,Series,No ,,,3.0000000,8.0000000,12.0000000,,,,,4,56,5,,,,Wooded under natural conditions,Yes,Poorly drained,76.0000000,252.0000000,427.0000000,158,270,23,"hillslopes, terraces",0.1600000,0.2300000,0.2300000,11.0000000,12.0000000,12.0000000,1270,1397,1524,,,,165,188,210,4,w,,,,,,,,,,,,,,,,,,,,,,,,,Low,0,0,0,,,,D,Moderate,Moderate,"Fine-silty, mixed, mesic Humic Fragiaquepts",Inceptisols,Aquepts,Fragiaquepts,Humic Fragiaquepts,fine-silty,,,not used,mesic,Typic,mesic,,,,,,,,N/A,N/A,,,,,61709,20855792,,10.0799999,29.8899994,45.1500015,48.0200005,47.3499985,1.8900000,39.9599991,58.4099998,133.1300049,180.4799957,182.3800049,4.4000001,13.1999998,26.3999996,44.0000000,44.0000000,1.7600000,17.6000004,26.3999996,88.0000000,132.0000000,133.7599945,88,1495.0000000,4201.0000000,3367.0000000,2336.0000000,2314.0000000,93.0000000,5696.0000000,7271.0000000,11398.0000000,13713.0000000,13805.0000000,4.0000000,13.0000000,26.0000000,44.0000000,44.0000000,2.0000000,18.0000000,26.0000000,88.0000000,132.0000000,134.0000000,88,0.4790000,0.2900000,0.0010000,0.4750000,0.4790000,85,38,83,1,3,88,61709,,Forage Suitability Groups,,G002XY006OR,Poorly Drained,20855792,7159391
115,554,76447094,45.306533333300003,-122.366383333300007,.,61614.0000000,61614.0000000,,61614,,19,Cloquato silt loam,,2.0000000,2.0000000,,,,Occasional,Occasional,2,5.2300000,10.3299999,20.2900009,27.7199993,Well drained,Well drained,B,,86,2,85,Very limited,Very limited,Not rated,Very limited,Very limited,Not rated,Very limited,Very limited,Very limited,Very limited,Fair,Not rated,Somewhat limited,0.0440000,Slight,3,0.6090000,61614,,,1,,Aquolls,Taxon above family,No ,,,,,,,,,,,,,,,,Wooded under natural conditions,Yes,,,,,,,,flood plains,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aquolls,Mollisols,Aquolls,,,,,,,,,,,,,,,,,N/A,N/A,,,,,61614,20855658,,9.0900002,27.2800007,53.5299988,86.5999985,64.6699982,2.4400001,36.3800011,54.5699997,176.5099945,241.1799927,243.6300049,4.3499999,13.0500002,26.1000004,43.5000000,43.5000000,1.7400000,17.3999996,26.1000004,87.0000000,130.5000000,132.2400055,87,2449.0000000,7346.0000000,10951.0000000,8836.0000000,2785.0000000,72.0000000,9795.0000000,14693.0000000,29582.0000000,32367.0000000,32439.0000000,4.0000000,13.0000000,26.0000000,44.0000000,44.0000000,2.0000000,17.0000000,26.0000000,87.0000000,131.0000000,132.0000000,87,0.9110000,0.7510000,0.0010000,0.8770000,0.9110000,85,150,278,0,3,88,61614,,,,,,,
116,555,76605285,45.455583333299998,-122.673222222199996,.,61867.0000000,61867.0000000,,61867,,7B,"Cascade silt loam, 3 to 8 percent slopes",,6.0000000,6.0000000,,61,61,None,None,0,4.7500000,9.5000000,13.2399998,13.7399998,Somewhat poorly drained,Somewhat poorly drained,C,3,90,3,90,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Poor,Poor,Somewhat limited,0.0130000,Moderate,0,1.0000000,61867,,,90,,Cascade,Series,Yes,,,3.0000000,6.0000000,8.0000000,,,,,4,56,5,,,,,No,Somewhat poorly drained,76.0000000,252.0000000,427.0000000,,,,hillslopes,0.2300000,0.2300000,0.2300000,10.0000000,11.0000000,12.0000000,1270,1397,1524,,,,165,188,210,3,w,,3,w,,,,,,,,,,,,,,,,,,,,,,Low,0,0,0,,,,C,Moderate,High,"Fine-silty, mixed, mesic Typic Fragiumbrepts",Inceptisols,Umbrepts,Fragiumbrepts,Typic Fragiumbrepts,fine-silty,,,not used,mesic,Oxyaquic,mesic,,,,,,,,N/A,N/A,,,,,61867,20854384,,8.5500002,25.6499996,51.2999992,33.6599998,4.5000000,0.1800000,34.2000008,51.2999992,119.1600037,123.6600037,123.8399963,4.5000000,13.5000000,27.0000000,45.0000000,45.0000000,1.8000000,18.0000000,27.0000000,90.0000000,135.0000000,136.8000031,90,1486.0000000,4458.0000000,4567.0000000,4870.0000000,3328.0000000,133.0000000,5943.0000000,7466.0000000,15380.0000000,18708.0000000,18841.0000000,5.0000000,14.0000000,27.0000000,45.0000000,45.0000000,2.0000000,18.0000000,27.0000000,90.0000000,135.0000000,137.0000000,90,0.5780000,0.4150000,0.0010000,0.6350000,0.6350000,90,68,129,1,,90,61867,,NRCS Forestland Site,Ecological Site Description Database,F002XB005OR,Loess Hill Group,20854384,7157202
117,556,76624870,45.455913888900000,-122.670461111099996,.,61867.0000000,61867.0000000,,61867,,7B,"Cascade silt loam, 3 to 8 percent slopes",,6.0000000,6.0000000,,61,61,None,None,0,4.7500000,9.5000000,13.2399998,13.7399998,Somewhat poorly drained,Somewhat poorly drained,C,3,90,3,90,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Poor,Poor,Somewhat limited,0.0130000,Moderate,0,1.0000000,61867,,,90,,Cascade,Series,Yes,,,3.0000000,6.0000000,8.0000000,,,,,4,56,5,,,,,No,Somewhat poorly drained,76.0000000,252.0000000,427.0000000,,,,hillslopes,0.2300000,0.2300000,0.2300000,10.0000000,11.0000000,12.0000000,1270,1397,1524,,,,165,188,210,3,w,,3,w,,,,,,,,,,,,,,,,,,,,,,Low,0,0,0,,,,C,Moderate,High,"Fine-silty, mixed, mesic Typic Fragiumbrepts",Inceptisols,Umbrepts,Fragiumbrepts,Typic Fragiumbrepts,fine-silty,,,not used,mesic,Oxyaquic,mesic,,,,,,,,N/A,N/A,,,,,61867,20854384,,8.5500002,25.6499996,51.2999992,33.6599998,4.5000000,0.1800000,34.2000008,51.2999992,119.1600037,123.6600037,123.8399963,4.5000000,13.5000000,27.0000000,45.0000000,45.0000000,1.8000000,18.0000000,27.0000000,90.0000000,135.0000000,136.8000031,90,1486.0000000,4458.0000000,4567.0000000,4870.0000000,3328.0000000,133.0000000,5943.0000000,7466.0000000,15380.0000000,18708.0000000,18841.0000000,5.0000000,14.0000000,27.0000000,45.0000000,45.0000000,2.0000000,18.0000000,27.0000000,90.0000000,135.0000000,137.0000000,90,0.5780000,0.4150000,0.0010000,0.6350000,0.6350000,90,68,129,1,,90,61867,,NRCS Forestland Site,Ecological Site Description Database,F002XB005OR,Loess Hill Group,20854384,7157202
118,557,76629311,45.456655555600001,-122.670313888899997,.,61868.0000000,61868.0000000,,61868,,7C,"Cascade silt loam, 8 to 15 percent slopes",,12.0000000,12.0000000,,61,61,None,None,0,4.7500000,9.5000000,13.2399998,13.7399998,Somewhat poorly drained,Somewhat poorly drained,C,3,90,3,90,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Poor,Poor,Somewhat limited,0.0130000,Severe,0,1.0000000,61868,,,90,,Cascade,Series,Yes,,,8.0000000,12.0000000,15.0000000,,,,,4,56,5,,,,,No,Somewhat poorly drained,76.0000000,252.0000000,427.0000000,180,0,180,hillslopes,0.2300000,0.2300000,0.2300000,10.0000000,11.0000000,12.0000000,1270,1397,1524,,,,165,188,210,3,e,,3,e,,,,,,,,,,,,,,,,,,,,,,Low,0,0,0,,,,C,Moderate,High,"Fine-silty, mixed, mesic Typic Fragiumbrepts",Inceptisols,Umbrepts,Fragiumbrepts,Typic Fragiumbrepts,fine-silty,,,not used,mesic,Oxyaquic,mesic,,,,,,,,N/A,N/A,,,,,61868,20854385,,8.5500002,25.6499996,51.2999992,33.6599998,4.5000000,0.1800000,34.2000008,51.2999992,119.1600037,123.6600037,123.8399963,4.5000000,13.5000000,27.0000000,45.0000000,45.0000000,1.8000000,18.0000000,27.0000000,90.0000000,135.0000000,136.8000031,90,1486.0000000,4458.0000000,4567.0000000,4870.0000000,3328.0000000,133.0000000,5943.0000000,7466.0000000,15380.0000000,18708.0000000,18841.0000000,5.0000000,14.0000000,27.0000000,45.0000000,45.0000000,2.0000000,18.0000000,27.0000000,90.0000000,135.0000000,137.0000000,90,0.5460000,0.3740000,0.0010000,0.5520000,0.5520000,90,68,129,1,,90,61868,,NRCS Forestland Site,Ecological Site Description Database,F002XB005OR,Loess Hill Group,20854385,7157203
119,558,76631592,45.456652777800002,-122.671016666699998,.,61868.0000000,61868.0000000,,61868,,7C,"Cascade silt loam, 8 to 15 percent slopes",,12.0000000,12.0000000,,61,61,None,None,0,4.7500000,9.5000000,13.2399998,13.7399998,Somewhat poorly drained,Somewhat poorly drained,C,3,90,3,90,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Poor,Poor,Somewhat limited,0.0130000,Severe,0,1.0000000,61868,,,90,,Cascade,Series,Yes,,,8.0000000,12.0000000,15.0000000,,,,,4,56,5,,,,,No,Somewhat poorly drained,76.0000000,252.0000000,427.0000000,180,0,180,hillslopes,0.2300000,0.2300000,0.2300000,10.0000000,11.0000000,12.0000000,1270,1397,1524,,,,165,188,210,3,e,,3,e,,,,,,,,,,,,,,,,,,,,,,Low,0,0,0,,,,C,Moderate,High,"Fine-silty, mixed, mesic Typic Fragiumbrepts",Inceptisols,Umbrepts,Fragiumbrepts,Typic Fragiumbrepts,fine-silty,,,not used,mesic,Oxyaquic,mesic,,,,,,,,N/A,N/A,,,,,61868,20854385,,8.5500002,25.6499996,51.2999992,33.6599998,4.5000000,0.1800000,34.2000008,51.2999992,119.1600037,123.6600037,123.8399963,4.5000000,13.5000000,27.0000000,45.0000000,45.0000000,1.8000000,18.0000000,27.0000000,90.0000000,135.0000000,136.8000031,90,1486.0000000,4458.0000000,4567.0000000,4870.0000000,3328.0000000,133.0000000,5943.0000000,7466.0000000,15380.0000000,18708.0000000,18841.0000000,5.0000000,14.0000000,27.0000000,45.0000000,45.0000000,2.0000000,18.0000000,27.0000000,90.0000000,135.0000000,137.0000000,90,0.5460000,0.3740000,0.0010000,0.5520000,0.5520000,90,68,129,1,,90,61868,,NRCS Forestland Site,Ecological Site Description Database,F002XB005OR,Loess Hill Group,20854385,7157203
120,559,76640463,45.456694444400000,-122.672072222200001,.,61868.0000000,61868.0000000,,61868,,7C,"Cascade silt loam, 8 to 15 percent slopes",,12.0000000,12.0000000,,61,61,None,None,0,4.7500000,9.5000000,13.2399998,13.7399998,Somewhat poorly drained,Somewhat poorly drained,C,3,90,3,90,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Poor,Poor,Somewhat limited,0.0130000,Severe,0,1.0000000,61868,,,90,,Cascade,Series,Yes,,,8.0000000,12.0000000,15.0000000,,,,,4,56,5,,,,,No,Somewhat poorly drained,76.0000000,252.0000000,427.0000000,180,0,180,hillslopes,0.2300000,0.2300000,0.2300000,10.0000000,11.0000000,12.0000000,1270,1397,1524,,,,165,188,210,3,e,,3,e,,,,,,,,,,,,,,,,,,,,,,Low,0,0,0,,,,C,Moderate,High,"Fine-silty, mixed, mesic Typic Fragiumbrepts",Inceptisols,Umbrepts,Fragiumbrepts,Typic Fragiumbrepts,fine-silty,,,not used,mesic,Oxyaquic,mesic,,,,,,,,N/A,N/A,,,,,61868,20854385,,8.5500002,25.6499996,51.2999992,33.6599998,4.5000000,0.1800000,34.2000008,51.2999992,119.1600037,123.6600037,123.8399963,4.5000000,13.5000000,27.0000000,45.0000000,45.0000000,1.8000000,18.0000000,27.0000000,90.0000000,135.0000000,136.8000031,90,1486.0000000,4458.0000000,4567.0000000,4870.0000000,3328.0000000,133.0000000,5943.0000000,7466.0000000,15380.0000000,18708.0000000,18841.0000000,5.0000000,14.0000000,27.0000000,45.0000000,45.0000000,2.0000000,18.0000000,27.0000000,90.0000000,135.0000000,137.0000000,90,0.5460000,0.3740000,0.0010000,0.5520000,0.5520000,90,68,129,1,,90,61868,,NRCS Forestland Site,Ecological Site Description Database,F002XB005OR,Loess Hill Group,20854385,7157203
121,560,76666696,45.455461111100000,-122.674563888899996,.,61867.0000000,61867.0000000,,61867,,7B,"Cascade silt loam, 3 to 8 percent slopes",,6.0000000,6.0000000,,61,61,None,None,0,4.7500000,9.5000000,13.2399998,13.7399998,Somewhat poorly drained,Somewhat poorly drained,C,3,90,3,90,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Poor,Poor,Somewhat limited,0.0130000,Moderate,0,1.0000000,61867,,,90,,Cascade,Series,Yes,,,3.0000000,6.0000000,8.0000000,,,,,4,56,5,,,,,No,Somewhat poorly drained,76.0000000,252.0000000,427.0000000,,,,hillslopes,0.2300000,0.2300000,0.2300000,10.0000000,11.0000000,12.0000000,1270,1397,1524,,,,165,188,210,3,w,,3,w,,,,,,,,,,,,,,,,,,,,,,Low,0,0,0,,,,C,Moderate,High,"Fine-silty, mixed, mesic Typic Fragiumbrepts",Inceptisols,Umbrepts,Fragiumbrepts,Typic Fragiumbrepts,fine-silty,,,not used,mesic,Oxyaquic,mesic,,,,,,,,N/A,N/A,,,,,61867,20854384,,8.5500002,25.6499996,51.2999992,33.6599998,4.5000000,0.1800000,34.2000008,51.2999992,119.1600037,123.6600037,123.8399963,4.5000000,13.5000000,27.0000000,45.0000000,45.0000000,1.8000000,18.0000000,27.0000000,90.0000000,135.0000000,136.8000031,90,1486.0000000,4458.0000000,4567.0000000,4870.0000000,3328.0000000,133.0000000,5943.0000000,7466.0000000,15380.0000000,18708.0000000,18841.0000000,5.0000000,14.0000000,27.0000000,45.0000000,45.0000000,2.0000000,18.0000000,27.0000000,90.0000000,135.0000000,137.0000000,90,0.5780000,0.4150000,0.0010000,0.6350000,0.6350000,90,68,129,1,,90,61867,,NRCS Forestland Site,Ecological Site Description Database,F002XB005OR,Loess Hill Group,20854384,7157202
122,561,76667766,45.455480555599998,-122.674547222200005,.,61867.0000000,61867.0000000,,61867,,7B,"Cascade silt loam, 3 to 8 percent slopes",,6.0000000,6.0000000,,61,61,None,None,0,4.7500000,9.5000000,13.2399998,13.7399998,Somewhat poorly drained,Somewhat poorly drained,C,3,90,3,90,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Poor,Poor,Somewhat limited,0.0130000,Moderate,0,1.0000000,61867,,,90,,Cascade,Series,Yes,,,3.0000000,6.0000000,8.0000000,,,,,4,56,5,,,,,No,Somewhat poorly drained,76.0000000,252.0000000,427.0000000,,,,hillslopes,0.2300000,0.2300000,0.2300000,10.0000000,11.0000000,12.0000000,1270,1397,1524,,,,165,188,210,3,w,,3,w,,,,,,,,,,,,,,,,,,,,,,Low,0,0,0,,,,C,Moderate,High,"Fine-silty, mixed, mesic Typic Fragiumbrepts",Inceptisols,Umbrepts,Fragiumbrepts,Typic Fragiumbrepts,fine-silty,,,not used,mesic,Oxyaquic,mesic,,,,,,,,N/A,N/A,,,,,61867,20854384,,8.5500002,25.6499996,51.2999992,33.6599998,4.5000000,0.1800000,34.2000008,51.2999992,119.1600037,123.6600037,123.8399963,4.5000000,13.5000000,27.0000000,45.0000000,45.0000000,1.8000000,18.0000000,27.0000000,90.0000000,135.0000000,136.8000031,90,1486.0000000,4458.0000000,4567.0000000,4870.0000000,3328.0000000,133.0000000,5943.0000000,7466.0000000,15380.0000000,18708.0000000,18841.0000000,5.0000000,14.0000000,27.0000000,45.0000000,45.0000000,2.0000000,18.0000000,27.0000000,90.0000000,135.0000000,137.0000000,90,0.5780000,0.4150000,0.0010000,0.6350000,0.6350000,90,68,129,1,,90,61867,,NRCS Forestland Site,Ecological Site Description Database,F002XB005OR,Loess Hill Group,20854384,7157202
123,563,76696107,45.455536111100002,-122.675261111099999,.,61871.0000000,61871.0000000,,61871,,8B,"Cascade-Urban land complex, 0 to 8 percent slopes",,6.0000000,5.0999999,,61,61,None,None,0,4.7500000,9.5000000,13.2399998,13.7399998,Somewhat poorly drained,Somewhat poorly drained,C,3,50,3,50,Very limited,Very limited,Not rated,Very limited,Very limited,Not rated,Very limited,Very limited,Very limited,Very limited,Poor,Not rated,Somewhat limited,0.0130000,Moderate,0,1.0000000,61871,,,50,,Cascade,Series,Yes,,,3.0000000,6.0000000,8.0000000,,,,,4,56,5,,,,,No,Somewhat poorly drained,76.0000000,252.0000000,427.0000000,,,,hillslopes,0.2300000,0.2300000,0.2300000,10.0000000,11.0000000,12.0000000,1270,1397,1524,,,,165,188,210,3,w,,3,w,,,,,,,,,,,,,,,,,,,,,,Low,0,0,0,,,,C,Moderate,High,"Fine-silty, mixed, mesic Typic Fragiumbrepts",Inceptisols,Umbrepts,Fragiumbrepts,Typic Fragiumbrepts,fine-silty,,,not used,mesic,Oxyaquic,mesic,,,,,,,,N/A,N/A,,,,,61871,20854388,,4.7500000,14.2500000,28.5000000,18.7000008,2.5000000,0.1000000,19.0000000,28.5000000,66.1999969,68.6999969,68.8000031,2.5000000,7.5000000,15.0000000,25.0000000,25.0000000,1.0000000,10.0000000,15.0000000,50.0000000,75.0000000,76.0000000,50,825.0000000,2476.0000000,2537.0000000,2706.0000000,1849.0000000,74.0000000,3302.0000000,4148.0000000,8545.0000000,10394.0000000,10467.0000000,3.0000000,8.0000000,15.0000000,25.0000000,25.0000000,1.0000000,10.0000000,15.0000000,50.0000000,75.0000000,76.0000000,50,0.3210000,0.2310000,0.0010000,0.3530000,0.3530000,50,68,129,1,,90,61871,,NRCS Forestland Site,Ecological Site Description Database,F002XB005OR,Loess Hill Group,20854388,7157206
124,564,76700302,45.381097222199998,-122.628008333300002,.,61616.0000000,61616.0000000,,61616,,1B,"Aloha silt loam, 3 to 6 percent slopes",,4.0000000,3.9000001,,54,54,None,None,2,5.0100002,10.0200005,19.6399994,29.0100002,Somewhat poorly drained,Somewhat poorly drained,C/D,2,85,2,85,Somewhat limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Very limited,Somewhat limited,Poor,Poor,Somewhat limited,0.1310000,Moderate,5,1.0000000,61616,,,2,,Dayton,Series,No ,,,0.0000000,1.0000000,2.0000000,,,,,3,56,5,,,,Wooded under natural conditions,Yes,Poorly drained,46.0000000,84.0000000,122.0000000,,,,terraces,0.1600000,0.2300000,0.3000000,11.0000000,12.0000000,12.0000000,1016,1143,1270,,,,165,188,210,4,w,,4,w,,,,,,,,,,,,,,,,,,,,,,Low,0,0,0,,,,D,Moderate,Moderate,"Fine, smectitic, mesic Typic Albaqualfs",Alfisols,Aqualfs,Albaqualfs,Typic Albaqualfs,fine,,,not used,mesic,Typic,mesic,,,,,,,,N/A,N/A,,,,,61616,20855603,,9.0200005,27.0599995,54.0600014,86.6299973,84.3000031,85.6299973,36.0800018,54.0999985,176.7700043,261.0700073,346.7000122,4.5000000,13.5000000,27.0000000,45.0000000,45.0000000,45.1500015,18.0000000,27.0000000,90.0000000,135.0000000,180.1499939,90,944.0000000,2828.0000000,2923.0000000,4680.0000000,3205.0000000,1003.0000000,3772.0000000,4759.0000000,11374.0000000,14580.0000000,15583.0000000,5.0000000,14.0000000,27.0000000,45.0000000,45.0000000,45.0000000,18.0000000,27.0000000,90.0000000,135.0000000,180.0000000,90,0.8900000,0.7260000,0.0010000,0.8990000,0.8990000,85,150,298,0,5,90,61616,,Forage Suitability Groups,,G002XY006OR,Poorly Drained,20855603,7159290
