id,observed_on_string,observed_on,time_observed_at,time_zone,user_id,user_login,created_at,updated_at,quality_grade,license,url,image_url,sound_url,tag_list,description,num_identification_agreements,num_identification_disagreements,captive_cultivated,oauth_application_id,place_guess,latitude,longitude,positional_accuracy,private_place_guess,private_latitude,private_longitude,public_positional_accuracy,geoprivacy,taxon_geoprivacy,coordinates_obscured,positioning_method,positioning_device,place_town_name,place_county_name,place_state_name,place_country_name,place_admin1_name,place_admin2_name,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id,field:tree canopy symptoms,field:optional - did the tree have heat damage,field:percent canopy affected (%),field:number of additional unhealthy trees (of same species) in area (within sight),field:percent of trees (of same species) within sight that are unhealthy,"field:other factors - are there signs or symptoms of insect, diseases, or other damage?",field:optional - what 'other factors' were observed?,field:optional - tree size,field:optional - site type,field:optional - site/location description,field:optional - site/area disturbance level,field:optional - site hydrology,field:optional - access to water,field:optional - slope position,field:optional - were there any other unhealthy plant species on the site?,field:optional - timing of symptoms estimate,field:optional - estimated time spent to make this observation (# of minutes),field:optional - can we follow up with you?,field:notes
57888423,2020/08/27 10:47 AM PDT,2020-08-27,2020-08-27 17:47:00 UTC,Pacific Time (US & Canada),1078020,northvandad,2020-08-29 02:46:34 UTC,2021-01-10 05:55:20 UTC,research,CC-BY-NC-ND,https://www.inaturalist.org/observations/57888423,https://inaturalist-open-data.s3.amazonaws.com/photos/92375920/medium.jpg,,"",,1,0,false,,"Metro Vancouver, BC, Canada",49.3440217133,-123.0047542833,,,,,,,open,false,,,,Greater Vancouver,,Canada,British Columbia,Greater Vancouver,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Healthy,,"Healthy, no dieback(0%)",0,,Not sure,,,,Inside a forest canopy,,,,,,,,,
58576022,2020/09/03 1:56 PM PDT,2020-09-03,2020-09-03 20:56:00 UTC,Pacific Time (US & Canada),1078020,northvandad,2020-09-05 05:11:02 UTC,2021-01-10 05:54:03 UTC,research,CC-BY-NC-ND,https://www.inaturalist.org/observations/58576022,https://inaturalist-open-data.s3.amazonaws.com/photos/93529749/medium.jpg,,"",,1,0,false,,"Squamish, BC, Canada",49.77567643,-123.1109970667,,,,,,,open,false,,,,Squamish-Lillooet,,Canada,British Columbia,Squamish-Lillooet,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Healthy,,"Healthy, no dieback(0%)",0,,Not sure,,,,,,,,,,,,,
58862868,2020/09/06 3:55 PM PDT,2020-09-06,2020-09-06 22:55:00 UTC,Pacific Time (US & Canada),1078020,northvandad,2020-09-07 18:24:25 UTC,2021-01-10 05:50:04 UTC,research,CC-BY-NC-ND,https://www.inaturalist.org/observations/58862868,https://inaturalist-open-data.s3.amazonaws.com/photos/94004043/medium.jpg,,"",,1,0,false,,"Greater Vancouver, British Columbia, Canada",49.3902320967,-123.3506584733,,,,,,,open,false,,,,Greater Vancouver,,Canada,British Columbia,Greater Vancouver,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Healthy,,"Healthy, no dieback(0%)",0,,Not sure,,,,,,,,,,,,,
60516594,2020/09/21 12:06 PM PDT,2020-09-21,2020-09-21 19:06:00 UTC,Pacific Time (US & Canada),1078020,northvandad,2020-09-23 14:57:37 UTC,2021-01-10 05:47:52 UTC,research,CC-BY-NC-ND,https://www.inaturalist.org/observations/60516594,https://inaturalist-open-data.s3.amazonaws.com/photos/96779418/medium.jpg,,"",,1,0,false,,"Greater Vancouver, British Columbia, Canada",49.3768795717,-123.331412925,,,,,,,open,false,,,,Greater Vancouver,,Canada,British Columbia,Greater Vancouver,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Healthy,,"Healthy, no dieback(0%)",0,,Not sure,,,Rural,,,,,,,,,,
61398540,Sat Sep 26 2020 11:17:47 GMT-0700 (PDT),2020-09-26,2020-09-26 18:17:47 UTC,Pacific Time (US & Canada),500327,jmhulbert,2020-10-01 15:54:49 UTC,2021-05-13 04:03:34 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/61398540,https://inaturalist-open-data.s3.amazonaws.com/photos/98246764/medium.jpg,,"",Note that this tree is healthy. Classic thinning of older foliage.,1,0,false,3,"Seattle Children's Hospital, Seattle, WA, US",47.6614026155,-122.2832440962,27,,,,27,,open,false,,,,King,Washington,United States,Washington,King,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Healthy,,"Healthy, no dieback(0%)",0,,Not sure,No selection,,Urban,Roadside,"Heavy - a lot of development (e.g. parkinglots, pavement, heavy foot traffic, etc)",Upland or well drained,,Lower slope,,,,,
61399467,2020-08-28 1:24:51 PM PDT,2020-08-28,2020-08-28 20:24:51 UTC,Pacific Time (US & Canada),500327,jmhulbert,2020-10-01 16:06:28 UTC,2021-05-07 19:00:13 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/61399467,https://inaturalist-open-data.s3.amazonaws.com/photos/98248184/medium.jpeg,,"",Declining western redcedar trees,1,0,false,2,"Smokey Point, WA, USA",48.1705133577,-122.1901978925,72,,,,72,,open,false,gps,gps,,Snohomish,Washington,United States,Washington,Snohomish,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Old Dead Top (needles already gone),,30-59% of the canopy is unhealthy,4-6,,Not sure,,,Suburban,Roadside,"Heavy - a lot of development (e.g. parkinglots, pavement, heavy foot traffic, etc)",,,Area is flat (e.g. field),,,,,
61400313,2020-08-25 6:48:28 PM PDT,2020-08-25,2020-08-26 01:48:28 UTC,Pacific Time (US & Canada),500327,jmhulbert,2020-10-01 16:17:33 UTC,2021-05-07 19:10:12 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/61400313,https://inaturalist-open-data.s3.amazonaws.com/photos/98249566/medium.jpeg,,"",Many declining western redcedar,1,0,false,2,"Sand Point, Seattle, WA 98115, USA",47.6751263319,-122.2610672191,38,,,,38,,open,false,gps,gps,,King,Washington,United States,Washington,King,western redcedar,Thuja plicata,western redcedar,Plantae,48252,dead top,,more than 75% of the crown is unhealthy,5,,,,,,,,,,,,,,,
61401102,2020-08-25 6:43:41 PM PDT,2020-08-25,2020-08-26 01:43:41 UTC,Pacific Time (US & Canada),500327,jmhulbert,2020-10-01 16:26:24 UTC,2021-05-07 19:10:37 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/61401102,https://inaturalist-open-data.s3.amazonaws.com/photos/98250899/medium.jpeg,,"",Multiple declining trees,1,0,false,2,"NE 65th St & Radford Dr NE, Seattle, WA 98115, USA",47.6761844239,-122.2620814294,27,,,,27,,open,false,gps,gps,,King,Washington,United States,Washington,King,western redcedar,Thuja plicata,western redcedar,Plantae,48252,New Dead Top (red or brown needles still attached),,1-29% of the canopy is unhealthy,4-6,,,,,Urban,Urban yard or open park grounds,"Heavy - a lot of development (e.g. parkinglots, pavement, heavy foot traffic, etc)",Upland or well drained,,Area is flat (e.g. field),,,,,
61401305,2020-08-25 6:32:39 PM PDT,2020-08-25,2020-08-26 01:32:39 UTC,Pacific Time (US & Canada),500327,jmhulbert,2020-10-01 16:29:05 UTC,2021-05-07 19:11:06 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/61401305,https://inaturalist-open-data.s3.amazonaws.com/photos/98251232/medium.jpeg,,"",Individual tree declining,1,0,false,2,"NE 65th St & Radford Dr NE, Seattle, WA 98115, USA",47.6761706532,-122.2624612972,41,,,,41,,open,false,gps,gps,,King,Washington,United States,Washington,King,western redcedar,Thuja plicata,western redcedar,Plantae,48252,New Dead Top (red or brown needles still attached),,30-59% of the canopy is unhealthy,2-3,,Not sure,Other (please describe in Notes),,Urban,Urban yard or open park grounds,"Heavy - a lot of development (e.g. parkinglots, pavement, heavy foot traffic, etc)",Upland or well drained,,Area is flat (e.g. field),,,,,
61401534,2020-08-14 2:27:37 PM PDT,2020-08-14,2020-08-14 21:27:37 UTC,Pacific Time (US & Canada),500327,jmhulbert,2020-10-01 16:31:58 UTC,2021-05-13 04:00:33 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/61401534,https://inaturalist-open-data.s3.amazonaws.com/photos/98251607/medium.jpeg,,"",Individual declining redcedar,1,0,false,2,"La Conner, WA 98257, USA",48.4179449564,-122.5708103925,68,,,,68,,open,false,gps,gps,,Skagit,Washington,United States,Washington,Skagit,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Old Dead Top (needles already gone),,30-59% of the canopy is unhealthy,0,,Not sure,,,Rural,Urban yard or open park grounds,"Low - fairly natural, not much development",Upland or well drained,,Area is flat (e.g. field),,,,,
61423931,Thu Oct 01 2020 10:46:33 GMT-0700 (PDT),2020-10-01,2020-10-01 17:46:33 UTC,Pacific Time (US & Canada),500327,jmhulbert,2020-10-01 20:41:03 UTC,2021-05-13 04:00:18 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/61423931,https://inaturalist-open-data.s3.amazonaws.com/photos/98289894/medium.jpg,,"",Thinning canopy,1,0,false,3,"Burke-Gilman Playground Park, Seattle, WA, US",47.6654002946,-122.2830562674,25,,,,25,,open,false,,,,King,Washington,United States,Washington,King,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Thinning Canopy,,30-59% of the canopy is unhealthy,0,,,,,Urban,Forest edge,"Heavy - a lot of development (e.g. parkinglots, pavement, heavy foot traffic, etc)",Seasonally flooded area,,Floodplain or valley bottom,,,,,
61537163,2020/10/01 10:25 AM PDT,2020-10-01,2020-10-01 17:25:00 UTC,Pacific Time (US & Canada),1078020,northvandad,2020-10-03 03:44:22 UTC,2021-01-10 05:45:45 UTC,research,CC-BY-NC-ND,https://www.inaturalist.org/observations/61537163,https://inaturalist-open-data.s3.amazonaws.com/photos/98483920/medium.jpg,,"",,1,0,false,,"Porteau Cove, Squamish-Lillooet, British Columbia, Canada",49.5516249567,-123.2381864917,,,,,,,open,false,,,,Squamish-Lillooet,,Canada,British Columbia,Squamish-Lillooet,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Healthy,,"Healthy, no dieback(0%)",0,,Not sure,,,,,,,,,,,,,
61624246,Sat Oct 03 2020 15:05:36 GMT-0700 (PDT),2020-10-03,2020-10-03 22:05:36 UTC,Pacific Time (US & Canada),500327,jmhulbert,2020-10-03 23:59:48 UTC,2021-05-13 03:58:54 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/61624246,https://inaturalist-open-data.s3.amazonaws.com/photos/98627972/medium.jpg,,"",Healthy redcedar trees shedding older foliage,1,0,false,3,"Blyth Park, Bothell, WA, US",47.7494723567,-122.2079986731,22,,,,22,,open,false,,,Bothell City Limits,King,Washington,United States,Washington,King,western redcedar,Thuja plicata,western redcedar,Plantae,48252,healthy,,Healthy (0% is unhealthy),0,,Not sure,,,Urban,Urban yard or open park grounds,"Heavy - a lot of development (e.g. parkinglots, pavement, heavy foot traffic, etc)",,,Area is flat (e.g. field),,,,,
61624408,Sat Oct 03 2020 15:05:15 GMT-0700 (PDT),2020-10-03,2020-10-03 22:05:15 UTC,Pacific Time (US & Canada),500327,jmhulbert,2020-10-04 00:02:06 UTC,2021-05-13 03:59:01 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/61624408,https://inaturalist-open-data.s3.amazonaws.com/photos/98628255/medium.jpg,,"",Slight thinning of upper canopy,1,0,false,3,"Blyth Park, Bothell, WA, US",47.750082372,-122.2083493488,22,,,,22,,open,false,,,Bothell City Limits,King,Washington,United States,Washington,King,western redcedar,Thuja plicata,western redcedar,Plantae,48252,healthy,,1-29% of the canopy is unhealthy,0,,Not sure,,,Urban,Urban yard or open park grounds,"Heavy - a lot of development (e.g. parkinglots, pavement, heavy foot traffic, etc)",Upland or well drained,,Area is flat (e.g. field),,,,,
61624619,Sat Oct 03 2020 14:54:43 GMT-0700 (PDT),2020-10-03,2020-10-03 21:54:43 UTC,Pacific Time (US & Canada),500327,jmhulbert,2020-10-04 00:04:35 UTC,2021-12-10 20:48:39 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/61624619,https://inaturalist-open-data.s3.amazonaws.com/photos/98628572/medium.jpg,,"",Healthy stand of western redcedar trees,1,0,false,3,"W Riverside Dr, Bothell, WA, US",47.750931613,-122.2077266787,22,,,,22,,open,false,,,Bothell City Limits,King,Washington,United States,Washington,King,western redcedar,Thuja plicata,western redcedar,Plantae,48252,healthy,,Healthy (0%),0,,,,,,,,,,,,,,,
61923541,2020/10/06 11:20 AM PDT,2020-10-06,2020-10-06 18:20:00 UTC,Pacific Time (US & Canada),1078020,northvandad,2020-10-07 04:12:15 UTC,2021-01-10 05:44:18 UTC,research,CC-BY-NC-ND,https://www.inaturalist.org/observations/61923541,https://inaturalist-open-data.s3.amazonaws.com/photos/99150542/medium.jpg,,"",,1,0,false,,"Murrin, Squamish-Lillooet, British Columbia, Canada",49.6453608117,-123.2046451717,,,,,,,open,false,,,,Squamish-Lillooet,,Canada,British Columbia,Squamish-Lillooet,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Healthy,,"Healthy, no dieback(0%)",0,,Not sure,,,,,,,,,,,,,
62133383,Fri Oct 09 2020 12:01:14 GMT-0700 (PDT),2020-10-09,2020-10-09 19:01:14 UTC,Pacific Time (US & Canada),500327,jmhulbert,2020-10-09 19:02:49 UTC,2022-02-03 18:06:46 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/62133383,https://inaturalist-open-data.s3.amazonaws.com/photos/99699622/medium.jpg,,"","",1,0,false,3,"Washington, US",47.1098824501,-121.8078283388,10,"Forest Rd, Enumclaw, WA, US",47.1943095793,-121.9153992088,26903,obscured,open,true,,,,King,Washington,United States,Washington,King,Western Redcedar,Thuja plicata,western redcedar,Plantae,48252,Healthy,,"Healthy, no dieback(0%)",0,,,,,,,,,,,,,,,
62139519,Fri Oct 09 2020 13:17:51 GMT-0700 (PDT),2020-10-09,2020-10-09 20:17:51 UTC,Pacific Time (US & Canada),500327,jmhulbert,2020-10-09 20:22:03 UTC,2021-01-27 04:12:07 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/62139519,https://inaturalist-open-data.s3.amazonaws.com/photos/99699724/medium.jpg,,"",,1,0,false,3,"Washington State University Puyallup Research Center, Puyallup, WA, US",47.188739637,-122.3279077002,5,,,,5,,open,false,,,,Pierce,Washington,United States,Washington,Pierce,western redcedar,Thuja plicata,western redcedar,Plantae,48252,dead top,,1-25% of the crown is unhealthy,1,,,,,,,,,,,,,,,
62243128,Sat Oct 10 2020 15:12:15 GMT-0700 (PDT),2020-10-10,2020-10-10 22:12:15 UTC,Pacific Time (US & Canada),500327,jmhulbert,2020-10-10 22:15:47 UTC,2021-05-13 03:58:41 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/62243128,https://inaturalist-open-data.s3.amazonaws.com/photos/99699909/medium.jpg,,"","",1,0,false,3,"Anacortes, WA, US",48.4605392581,-122.603415996,5,,,,5,,open,false,,,,Skagit,Washington,United States,Washington,Skagit,western redcedar,Thuja plicata,western redcedar,Plantae,48252,dead top,,51-75% of the crown is unhealthy,5,,,,,,,,,,,,,,,
62250074,Sat Oct 10 2020 15:19:07 GMT-0700 (PDT),2020-10-10,2020-10-10 22:19:07 UTC,Pacific Time (US & Canada),500327,jmhulbert,2020-10-10 23:33:22 UTC,2021-05-13 03:57:47 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/62250074,https://inaturalist-open-data.s3.amazonaws.com/photos/99739664/medium.jpg,,"","",1,0,false,3,"Anacortes, WA, US",48.4631052101,-122.6036728175,5,,,,5,,open,false,,,,Skagit,Washington,United States,Washington,Skagit,western redcedar,Thuja plicata,western redcedar,Plantae,48252,multiple symptoms,,51-75% of the crown is unhealthy,5,,,,,,,,,,,,,,,
62264694,Sat Oct 10 2020 15:44:30 GMT-0700 (PDT),2020-10-10,2020-10-10 22:44:30 UTC,Pacific Time (US & Canada),500327,jmhulbert,2020-10-11 02:54:57 UTC,2021-05-13 03:57:54 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/62264694,https://inaturalist-open-data.s3.amazonaws.com/photos/99739706/medium.jpg,,"","",1,0,false,3,"Anacortes, WA, US",48.4735473851,-122.6052082983,5,,,,5,,open,false,,,,Skagit,Washington,United States,Washington,Skagit,western redcedar,Thuja plicata,western redcedar,Plantae,48252,multiple symptoms,,51-75% of the crown is unhealthy,5,,,,,,,,,,,,,,,
63186072,Wed Oct 21 2020 12:15:07 GMT-0700 (PDT),2020-10-21,2020-10-21 19:15:07 UTC,Pacific Time (US & Canada),500327,jmhulbert,2020-10-21 19:15:44 UTC,2021-05-13 03:56:42 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/63186072,https://inaturalist-open-data.s3.amazonaws.com/photos/101366692/medium.jpg,,"","",1,0,false,3,"Seward Park, Seattle, WA, US",47.5499451813,-122.2555292119,5,,,,5,,open,false,,,,King,Washington,United States,Washington,King,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Browning Canopy,,60-99% of the canopy is unhealthy,2-3,,Unsure,,,,,,,,,,,,,
63253840,Thu Oct 22 2020 10:07:40 GMT-0700 (PDT),2020-10-22,2020-10-22 17:07:40 UTC,Pacific Time (US & Canada),2361529,lasecki,2020-10-22 17:13:37 UTC,2021-12-10 20:49:13 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/63253840,https://inaturalist-open-data.s3.amazonaws.com/photos/101485569/medium.jpg,,"","",1,0,false,3,"SE Mount Si Rd, North Bend, WA, US",47.4873686833,-121.7194069,10,,,,10,,open,false,,,,King,Washington,United States,Washington,King,western redcedar,Thuja plicata,western redcedar,Plantae,48252,dead top,,1-25% of the crown is unhealthy,4,,,,,,,,,,,,,,,
63255638,Thu Oct 22 2020 10:35:24 GMT-0700 (PDT),2020-10-22,2020-10-22 17:35:24 UTC,Pacific Time (US & Canada),2361529,lasecki,2020-10-22 17:37:24 UTC,2021-12-10 20:49:13 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/63255638,https://inaturalist-open-data.s3.amazonaws.com/photos/101488558/medium.jpg,,"","",1,0,false,3,"SE Mount Si Rd, North Bend, WA, US",47.4874740833,-121.719034,5,,,,5,,open,false,,,,King,Washington,United States,Washington,King,western redcedar,Thuja plicata,western redcedar,Plantae,48252,thinning foliage,,1-25% of the crown is unhealthy,2,,,,,,,,,,,,,,,
63298788,Sat Oct 17 2020 16:43:07 GMT-0700 (PDT),2020-10-17,2020-10-17 23:43:07 UTC,Pacific Time (US & Canada),500327,jmhulbert,2020-10-23 05:33:16 UTC,2022-02-17 06:10:05 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/63298788,https://inaturalist-open-data.s3.amazonaws.com/photos/101565137/medium.jpg,,"","",1,0,false,3,"N Waterfront Dr, Tacoma, WA, US",47.30351667,-122.516525,100,,,,100,,open,false,,,,Pierce,Washington,United States,Washington,Pierce,western redcedar,Thuja plicata,western redcedar,Plantae,48252,New Dead Top (red or brown needles still attached),,1-29% of the canopy is unhealthy,2-3,,Unsure,"Insect damage on trunk (holes, frass, galleries, etc.)",Large (too big to wrap arms around trunk),,,,,,Summit of hill or mountain,,,,Yes,""
63298939,Fri Oct 16 2020 10:05:05 GMT-0700 (PDT),2020-10-16,2020-10-16 17:05:05 UTC,Pacific Time (US & Canada),500327,jmhulbert,2020-10-23 05:38:29 UTC,2021-05-13 03:57:06 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/63298939,https://inaturalist-open-data.s3.amazonaws.com/photos/101565386/medium.jpg,,"","",1,0,false,3,"SE 123rd St, Issaquah, WA, US",47.49236667,-122.06390283,,,,,,,open,false,,,,King,Washington,United States,Washington,King,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Multiple Symptoms,,tree is dead,More than 10,,"Yes (please elaborate in Notes, add Picture if possible)","Fungal Activitiy (mycelial fans, mushrooms at base, or conks on trunk)",,,,,,,Middle of a slope,,,,No Selection,""
63522352,Sat Oct 24 2020 13:44:44 GMT-0700 (PDT),2020-10-24,2020-10-24 20:44:44 UTC,Pacific Time (US & Canada),500327,jmhulbert,2020-10-25 21:44:04 UTC,2021-05-13 03:56:23 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/63522352,https://inaturalist-open-data.s3.amazonaws.com/photos/101957225/medium.jpg,,"","",1,0,false,3,"Cornwall Park, Bellingham, WA, US",48.77449167,-122.48045333,5,,,,5,,open,false,,,,Whatcom,Washington,United States,Washington,Whatcom,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Multiple Symptoms,,60-99% of the canopy is unhealthy,More than 10,,"Yes (please elaborate in Notes, add Picture if possible)","Fungal Activitiy (mycelial fans, mushrooms at base, or conks on trunk)",,,,,,,Upper 1/3rd of a slope,,,,Yes,One tree had ‘crust’ looking fungus growing from base.
63842953,2020-09-30,2020-09-30,,UTC,3799496,patrick_shults,2020-10-30 20:53:32 UTC,2022-02-03 20:56:10 UTC,research,,https://www.inaturalist.org/observations/63842953,https://static.inaturalist.org/photos/102533186/medium.jpeg,,"",,1,0,false,2,"Olympia, WA 98512, USA",46.9126149119,-122.928994596,154,,,,154,,open,false,gps,gps,,Thurston,Washington,United States,Washington,Thurston,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Thinning Canopy,,30-59% of the canopy is unhealthy,4-6,,Not sure,No selection,,,,,,,Area is flat (e.g. field),,,,Yes,""
